 3.78806168e+03  4.07018308e-15
 3.78909374e+03  3.88205663e-15
 3.79012587e+03  4.08239345e-15
 3.79115809e+03  3.79642829e-15
 3.79219037e+03  3.95182703e-15
 3.79322273e+03  3.81134221e-15
 3.79425517e+03  3.77728340e-15
 3.79528768e+03  3.53030838e-15
 3.79632026e+03  3.59377685e-15
 3.79735292e+03  3.35523582e-15
 3.79838566e+03  3.59689180e-15
 3.79941847e+03  3.28500047e-15
 3.80045135e+03  3.48636918e-15
 3.80148431e+03  3.35718197e-15
 3.80251734e+03  3.40686119e-15
 3.80355045e+03  3.22284601e-15
 3.80458363e+03  3.13735663e-15
 3.80561689e+03  3.07501906e-15
 3.80665022e+03  3.05504307e-15
 3.80768362e+03  3.03881503e-15
 3.80871710e+03  2.93629633e-15
 3.80975065e+03  2.95378391e-15
 3.81078428e+03  2.92619070e-15
 3.81181798e+03  2.92731201e-15
 3.81285175e+03  2.79368092e-15
 3.81388560e+03  2.84092390e-15
 3.81491953e+03  2.69938475e-15
 3.81595352e+03  2.78159061e-15
 3.81698759e+03  2.56637883e-15
 3.81802174e+03  2.64544890e-15
 3.81905595e+03  2.58250777e-15
 3.82009024e+03  2.60136219e-15
 3.82112461e+03  2.51943059e-15
 3.82215905e+03  2.48030526e-15
 3.82319356e+03  2.41378943e-15
 3.82422815e+03  2.41274904e-15
 3.82526280e+03  2.37454874e-15
 3.82629754e+03  2.32500796e-15
 3.82733234e+03  2.30041052e-15
 3.82836722e+03  2.34518969e-15
 3.82940217e+03  2.29859689e-15
 3.83043720e+03  2.27497076e-15
 3.83147230e+03  2.23840026e-15
 3.83250747e+03  2.16599817e-15
 3.83354271e+03  2.16568810e-15
 3.83457803e+03  2.10854376e-15
 3.83561342e+03  2.06799554e-15
 3.83664889e+03  2.02081124e-15
 3.83768442e+03  2.01092940e-15
 3.83872003e+03  2.00547979e-15
 3.83975571e+03  1.98197652e-15
 3.84079147e+03  1.94993973e-15
 3.84182730e+03  1.92797454e-15
 3.84286320e+03  1.88752038e-15
 3.84389917e+03  1.87546270e-15
 3.84493522e+03  1.85516211e-15
 3.84597134e+03  1.84706634e-15
 3.84700753e+03  1.80904358e-15
 3.84804379e+03  1.80479852e-15
 3.84908013e+03  1.75363538e-15
 3.85011653e+03  1.74824262e-15
 3.85115301e+03  1.71659391e-15
 3.85218957e+03  1.73615422e-15
 3.85322619e+03  1.68846942e-15
 3.85426289e+03  1.65160480e-15
 3.85529966e+03  1.64434931e-15
 3.85633650e+03  1.64275735e-15
 3.85737341e+03  1.59920061e-15
 3.85841040e+03  1.60894354e-15
 3.85944745e+03  1.56544668e-15
 3.86048458e+03  1.56156849e-15
 3.86152178e+03  1.56566384e-15
 3.86255906e+03  1.55929390e-15
 3.86359640e+03  1.50727419e-15
 3.86463382e+03  1.52336996e-15
 3.86567131e+03  1.47696776e-15
 3.86670887e+03  1.46168707e-15
 3.86774650e+03  1.47869917e-15
 3.86878420e+03  1.45236639e-15
 3.86982197e+03  1.45164166e-15
 3.87085982e+03  1.41937350e-15
 3.87189774e+03  1.43363153e-15
 3.87293572e+03  1.41468529e-15
 3.87397378e+03  1.40875303e-15
 3.87501192e+03  1.40373433e-15
 3.87605012e+03  1.37976670e-15
 3.87708839e+03  1.32662653e-15
 3.87812674e+03  1.35422742e-15
 3.87916515e+03  1.32481832e-15
 3.88020364e+03  1.30250308e-15
 3.88124220e+03  1.29318408e-15
 3.88228082e+03  1.27857777e-15
 3.88331952e+03  1.26492482e-15
 3.88435829e+03  1.22801656e-15
 3.88539714e+03  1.24266587e-15
 3.88643605e+03  1.21153292e-15
 3.88747503e+03  1.23245257e-15
 3.88851408e+03  1.19178573e-15
 3.88955321e+03  1.19918880e-15
 3.89059240e+03  1.19931535e-15
 3.89163167e+03  1.20268193e-15
 3.89267100e+03  1.16559760e-15
 3.89371041e+03  1.15908238e-15
 3.89474989e+03  1.16736013e-15
 3.89578943e+03  1.17648389e-15
 3.89682905e+03  1.13994181e-15
 3.89786874e+03  1.14839976e-15
 3.89890850e+03  1.11431386e-15
 3.89994832e+03  1.15166689e-15
 3.90098822e+03  1.11903387e-15
 3.90202819e+03  1.13011744e-15
 3.90306823e+03  1.12497798e-15
 3.90410834e+03  1.14416053e-15
 3.90514852e+03  1.11227326e-15
 3.90618876e+03  1.15654274e-15
 3.90722908e+03  1.16254420e-15
 3.90826947e+03  1.15874817e-15
 3.90930993e+03  1.16293721e-15
 3.91035046e+03  1.12795582e-15
 3.91139105e+03  1.14881469e-15
 3.91243172e+03  1.13096484e-15
 3.91347246e+03  1.09716672e-15
 3.91451326e+03  1.06373666e-15
 3.91555414e+03  1.08042121e-15
 3.91659508e+03  1.03312605e-15
 3.91763610e+03  1.01679320e-15
 3.91867718e+03  9.93802262e-16
 3.91971833e+03  1.00120480e-15
 3.92075956e+03  9.55070576e-16
 3.92180085e+03  9.61830849e-16
 3.92284221e+03  9.58586349e-16
 3.92388364e+03  9.39926480e-16
 3.92492514e+03  9.25909692e-16
 3.92596671e+03  9.42364553e-16
 3.92700834e+03  9.05865246e-16
 3.92805005e+03  9.20317037e-16
 3.92909182e+03  8.93130982e-16
 3.93013367e+03  9.01933076e-16
 3.93117558e+03  8.96391235e-16
 3.93221756e+03  9.11849647e-16
 3.93325961e+03  9.18712939e-16
 3.93430173e+03  8.68233692e-16
 3.93534392e+03  8.71428391e-16
 3.93638618e+03  8.60164370e-16
 3.93742850e+03  8.76294630e-16
 3.93847089e+03  9.14001424e-16
 3.93951336e+03  9.08105127e-16
 3.94055589e+03  8.93384506e-16
 3.94159848e+03  8.93292576e-16
 3.94264115e+03  8.93895696e-16
 3.94368389e+03  8.98436974e-16
 3.94472669e+03  8.88376285e-16
 3.94576956e+03  8.95038631e-16
 3.94681250e+03  8.69992077e-16
 3.94785551e+03  8.70007886e-16
 3.94889858e+03  8.28554619e-16
 3.94994173e+03  8.48267098e-16
 3.95098494e+03  8.38657129e-16
 3.95202822e+03  8.60743927e-16
 3.95307157e+03  8.08750240e-16
 3.95411498e+03  8.15205257e-16
 3.95515847e+03  8.07865487e-16
 3.95620202e+03  7.79686990e-16
 3.95724564e+03  7.96331648e-16
 3.95828932e+03  7.71019094e-16
 3.95933308e+03  7.85178977e-16
 3.96037690e+03  7.90566619e-16
 3.96142079e+03  7.67916540e-16
 3.96246475e+03  7.54724920e-16
 3.96350877e+03  7.33677942e-16
 3.96455286e+03  7.21528177e-16
 3.96559702e+03  7.02772679e-16
