 4.07025415e+03  4.60647079e-15
 4.07088104e+03  4.68026045e-15
 4.07150793e+03  4.68266231e-15
 4.07213482e+03  4.67186474e-15
 4.07276171e+03  4.66382438e-15
 4.07338860e+03  4.65478056e-15
 4.07401549e+03  4.64792763e-15
 4.07464238e+03  4.64002599e-15
 4.07526927e+03  4.62865231e-15
 4.07589616e+03  4.61883915e-15
 4.07652305e+03  4.61323877e-15
 4.07714994e+03  4.60463164e-15
 4.07777683e+03  4.59344421e-15
 4.07840372e+03  4.58602135e-15
 4.07903061e+03  4.57737401e-15
 4.07965750e+03  4.57037811e-15
 4.08028439e+03  4.56084911e-15
 4.08091128e+03  4.55294588e-15
 4.08153818e+03  4.54375158e-15
 4.08216507e+03  4.53402481e-15
 4.08279196e+03  4.53177109e-15
 4.08341885e+03  4.51725127e-15
 4.08404574e+03  4.50767036e-15
 4.08467263e+03  4.50480087e-15
 4.08529952e+03  4.49314914e-15
 4.08592641e+03  4.48414587e-15
 4.08655330e+03  4.47760549e-15
 4.08718019e+03  4.47067769e-15
 4.08780708e+03  4.46067710e-15
 4.08843397e+03  4.45162044e-15
 4.08906086e+03  4.44287035e-15
 4.08968775e+03  4.43152998e-15
 4.09031464e+03  4.42186817e-15
 4.09094153e+03  4.41428106e-15
 4.09156842e+03  4.40843006e-15
 4.09219531e+03  4.40015490e-15
 4.09282220e+03  4.39378703e-15
 4.09344909e+03  4.38539219e-15
 4.09407598e+03  4.37384544e-15
 4.09470287e+03  4.36845102e-15
 4.09532976e+03  4.35979039e-15
 4.09595665e+03  4.35317019e-15
 4.09658354e+03  4.34508184e-15
 4.09721043e+03  4.33677322e-15
 4.09783732e+03  4.32821597e-15
 4.09846421e+03  4.32416847e-15
 4.09909110e+03  4.31371437e-15
 4.09971799e+03  4.30386577e-15
 4.10034488e+03  4.29912984e-15
 4.10097177e+03  4.28964070e-15
 4.10159866e+03  4.28197483e-15
 4.10222555e+03  4.27655811e-15
 4.10285244e+03  4.26785155e-15
 4.10347933e+03  4.26297262e-15
 4.10410622e+03  4.25780635e-15
 4.10473311e+03  4.24572331e-15
